case_number,arrest_date,charge_1_statute,charge_1_description,charge_1_type,charge_2_statute,charge_2_description,charge_2_type,charge_3_statute,charge_3_description,charge_3_type,charge_4_statute,charge_4_description,charge_4_type,person_id
JA272787,2017-05-21T10:19:00Z,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,90796
JF389970,2022-09-10T01:26:00Z,720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEHICLE/NO FOID,F,625 ILCS 5.0/11-502.15-B,UNLWFL POSS CANNABIS/DRIVER,M,9-24-010(B),STOP AT STOP SIGN,NA,9-76-210(A),BROKEN/INOPERABLE LAMPS,NA,75102
JD148585,2020-02-12T03:56:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,NA,NA,NA,NA,NA,NA,64535
JC313788,2019-06-20T04:25:00Z,720 ILCS 5.0/18-1-A,ROBBERY,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,99613
JB394546,2018-08-15T17:58:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,9-52-020,RIDING BICYCLE ON SIDEWALK,NA,NA,NA,NA,NA,NA,NA,47514
JD317007,2020-08-01T07:16:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,21246
JA339608,2017-07-08T17:55:00Z,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,62921
JB436443,2018-09-15T16:01:00Z,720 ILCS 570.0/401-D-I,OTHER AMT NARCOTIC SCHED I&II,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,10213
JB381536,2018-08-06T15:55:00Z,720 ILCS 570.0/401-C-1,PCS - MFG/DEL 1<15 GR HEROIN/ANALOG,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,49588
JA345548,2017-07-13T00:31:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,6326
JD394428,2020-10-10T03:52:00Z,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,NA,NA,NA,76440
JF222614,2022-04-28T08:11:00Z,720 ILCS 5.0/19-1-A,BURGLARY,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,2367
JE278437,2021-06-25T00:40:00Z,720 ILCS 5.0/24-1.6-A-2,AGG UUW/PERS/LOAD/NO FCCA/FOID,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,57296
JC539949,2019-12-09T08:50:00Z,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,M,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS 4 OFFENSE,M,9-76-050(B),HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,NA,2-14-132(10),IMPOUNDMENT-UNAUTHORIZED REMOVAL OF VEHICLE,NA,82202
JB305738,2018-06-14T00:42:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,72081
JB571607,2018-12-29T23:00:00Z,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,45655
JA489210,2017-10-28T13:55:00Z,720 ILCS 570.0/407-B-1,MFG/DEL COCAINE/SCH/PUB HS/PK,F,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,15055
JF191865,2022-03-31T00:40:00Z,720 ILCS 5.0/12-3.4-A-1,VIOLATE ORDER PROTECTION,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,4222
JA538708,2017-12-06T15:40:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,10-8-515,SOLICITING UNLAWFUL BUSINESS,NA,NA,NA,NA,NA,NA,NA,87552
JA397067,2017-08-19T03:43:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,71881
JB460216,2018-10-03T01:36:00Z,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,NA,9-76-050(B),HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,NA,9-76-050(C),"LIGHT, TAIL LIGHTS REQUIRED",NA,69399
JF131307,2022-02-02T02:02:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,4272
JE168834,2021-03-14T19:13:00Z,625 ILCS 5.0/4-104-A-4,POSS TITLE/REGISTRATION NOT AUTHORIZED ON VEHICLE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,413
JF361806,2022-08-19T01:12:00Z,720 ILCS 5.0/24-1.6-A-2,AGG UUW/PERSON/LOADED/NO FCCA,F,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,M,NA,NA,NA,NA,NA,NA,28349
JB242510,2018-04-29T16:13:00Z,8-26-030-B,ANNUAL GUN OFFENDER REGISTRATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83697
JB223122,2019-04-13T18:16:00Z,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,10-8-526,CTA - URINATING ON PROPERTY (98-126-1.7B),NA,NA,NA,NA,NA,NA,NA,70120
JD183148,2020-03-12T17:32:00Z,430 ILCS 65.0/2-A-2,POSS AMMUNITION - W/O VALID FOID,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,4701
JE491617,2021-12-29T13:47:00Z,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,12494
JB461598,2018-10-04T01:53:00Z,720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEHICLE/LOADED/NO FCCA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,69353
JD366858,2021-02-18T16:35:00Z,720 ILCS 5.0/9-1-A-1,MURDER - FIRST DEGREE,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,2952
JE203458,2021-04-19T06:07:00Z,430 ILCS 65.0/2-A-1,POSSESS REVOKED FIREARM FOID,F,720 ILCS 5.0/24-1.6-A-1,AGG UUW/LOADED-NO FCCA-FOID,F,NA,NA,NA,NA,NA,NA,2414
JC216612,2019-04-08T20:54:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,10-8-515,SOLICITING UNLAWFUL BUSINESS,NA,NA,NA,NA,NA,NA,NA,95769
JD408172,2020-10-23T09:13:00Z,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$500,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,82399
JA201515,2017-03-26T23:15:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,39307
JA266149,2017-05-16T17:43:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,NA,NA,NA,NA,NA,NA,NA,NA,NA,88875
JA235716,2017-04-23T13:46:00Z,720 ILCS 5.0/11-14-A,PROSTITUTION,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,95728
JB280426,2018-05-28T18:10:00Z,720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,1751
JC460866,2019-10-05T16:20:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,77799
JE481888,2021-12-18T22:08:00Z,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,69106
JA282188,2017-05-28T07:51:00Z,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,39174
JD332821,2020-08-15T03:15:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,720 ILCS 550.0/4-C,POSS CAN/>30-100 GRAM/1ST,M,625 ILCS 5.0/11-502.15-B,UNLWFL POSS CANNABIS/DRIVER,M,NA,NA,NA,91070
JB531331,2018-11-28T02:38:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,11646
JE144970,2021-02-18T19:44:00Z,720 ILCS 570.0/401-D-I,OTHER AMT NARCOTIC SCHED I&II,F,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,NA,NA,NA,NA,NA,NA,3227
JC259520,2019-05-12T03:00:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,720 ILCS 5.0/12C-5-A-1,CAUSE CHILD TO BE ENDANGERED,M,NA,NA,NA,NA,NA,NA,23989
JC162547,2019-02-23T05:10:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,82604
JA376063,2017-08-04T00:35:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,90445
JE139913,2021-02-12T18:17:00Z,430 ILCS 85.0/2-14,OPERATE WITHOUT INSURANCE,M,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,M,625 ILCS 5.0/3-413-A,IVC - DISPLAY PLATE ATTACHMENT - 1ST & 2ND,NA,NA,NA,NA,85624
JA320159,2017-06-24T06:10:00Z,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,55652
JA397162,2017-08-19T04:22:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,625 ILCS 5.0/11-501-A-3,IVC - DUI INTOXICATING COMPOUND,M,9-76-170,CITY VEHICLE TAX STICKER,NA,625 ILCS 5.0/3-701-1,NO VALID REGISTRATION,NA,80830
JC443470,2019-09-22T08:38:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,85147
JA379295,2017-08-06T09:12:00Z,720 ILCS 5.0/19-4-A-1,CRIM TRESPASS TO RESIDENCE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,85208
JF456373,2022-10-31T16:58:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY/BODILY HARM,M,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,M,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,M,NA,NA,NA,4743
JF508563,2022-12-13T10:43:00Z,720 ILCS 5.0/21-5-A,CRIM TRESPASS TO STATE LAND,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,41401
JE153860,2021-03-30T01:28:00Z,720 ILCS 5.0/21-1-A-1,CRIM DMG TO PROP $500-10K,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,91724
JA268995,2018-06-27T15:30:00Z,720 ILCS 5.0/12-3.4-A-1,VIOLATE ORDER PROTECTION,M,720 ILCS 5.0/12-3.4-A-1,VIOLATE ORDER PROTECTION,M,720 ILCS 5.0/12-3.4-A-1,VIOLATE ORDER PROTECTION,M,720 ILCS 5.0/12-3.4-A-1,VIOLATE ORDER PROTECTION,M,59557
JA240639,2017-04-27T03:20:00Z,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,50961
JC402863,2019-08-22T21:05:00Z,720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,79495
JD144752,2020-02-08T19:50:00Z,720 ILCS 5.0/26-1-A-1,DISORDERLY CONDUCT - BREACH OF PEACE,M,8-24-020,SALE OR POSSESSION OF DEADLY WEAPON,NA,NA,NA,NA,NA,NA,NA,35867
JD331614,2020-08-14T04:45:00Z,720 ILCS 550.0/4-F,CANNABIS - POSSESS 2000-5000 GRMS,F,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,720 ILCS 550.0/4-D,POSS CAN/>100-500 GRAM/1ST,F,720 ILCS 550.0/4-C,POSS CAN/>30-100 GRAM/1ST,M,88680
JA372125,2017-08-01T09:35:00Z,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,68441
JE169764,2021-03-15T20:20:00Z,720 ILCS 5.0/18-1-A,ROBBERY,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,34638
JC349044,2019-07-15T02:53:00Z,720 ILCS 5.0/24-1-A-9,UUW -  WEAPON - POSSESS/CARRY /CONCEAL WEAPON,F,9-76-090(B),LIGHT HEADLIGHTS SUNSET/SUNUP,NA,625 ILCS 25.0/4,IVC - CHILD RESTRAINT VIOLATION - CHILD<8,NA,625 ILCS 5.0/3-707-A,OPERATE UNINSURED MTR VEHICLE,NA,81353
JF298015,2022-06-29T04:17:00Z,8-26-030-B,ANNUAL GUN OFFENDER REGISTRATION,NA,9-76-160(F),REGISTRATION PLATES,NA,625 ILCS 5.0/6-101,UNLICENSED,NA,NA,NA,NA,2374
JB520819,2018-11-18T22:45:00Z,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,82356
JB490231,2018-10-26T01:53:00Z,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,34287
JC539409,2019-12-08T20:55:00Z,720 ILCS 550.0/5-B,CANNABIS - MFG/DEL - 2.5-10 GRMS,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,1708
JF305433,2022-07-05T02:45:00Z,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,77673
JA278734,2017-05-25T19:31:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,41323
JC291884,2019-06-04T20:00:00Z,720 ILCS 5.0/24-1-A-2,UUW -  WEAPON - CARRY W/ INTENT KNIFE,M,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,M,NA,NA,NA,NA,NA,NA,92972
JD356495,2020-09-04T22:33:00Z,720 ILCS 5.0/24-1.6-A-1-3E,POSSESSION OF WEAPON - NARCOTICS ACT,F,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,NA,NA,NA,24445
JC526995,2019-11-28T00:29:00Z,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,M,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,46561
JD341587,2020-08-22T22:10:00Z,720 ILCS 570.0/407-B-1,MFG/DEL COCAINE/SCH/PUB HS/PK,F,720 ILCS 570.0/401.5-A-5,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,F,NA,NA,NA,NA,NA,NA,27212
JA233572,2017-04-21T19:45:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,720 ILCS 5.0/21-5-A,CRIM TRESPASS TO STATE LAND,M,10-8-526,CTA - SELL TRANSFER CARD (98-126-1.16A),NA,4-64-191,CERTAIN TRANSACTIONS PROHIBITED,NA,88564
JF249297,2022-05-20T16:47:00Z,720 ILCS 570.0/402-A-7.5-A-II,PCS - POSSESSION - 15>200 PILLS ECSTACY/ANALOG,F,720 ILCS 550.0/5-D,CANNABIS - MFG/DEL - 30-500 GRMS,F,625 ILCS 5.0/3-701-1,NO VALID REGISTRATION,NA,NA,NA,NA,27985
JA551352,2017-12-16T16:45:00Z,720 ILCS 5.0/12-3.4-A-1,VIOLATE ORDER PROTECTION,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,99537
JD189697,2020-03-18T20:26:00Z,720 ILCS 550.0/5-D,CANNABIS - MFG/DEL - 30-500 GRMS,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,80199
JE276257,2021-06-23T05:32:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,547
JC152806,2019-02-15T01:59:00Z,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,94176
JD248115,2020-05-31T05:48:00Z,720 ILCS 570.0/402-A-7.5-A-II,PCS - POSSESSION - 15>200 PILLS ECSTACY/ANALOG,F,720 ILCS 5.0/19-1-A,BURGLARY,F,720 ILCS 5.0/24-1-A-4,UUW - WEAPON - CARRY/POSSESS FIREARM/1ST,M,720 ILCS 5.0/16-2,THEFT LOST/MISLAID/PROP/$500-$10K,M,81518
JF271426,2022-06-08T02:57:00Z,625 ILCS 5.0/11-502.15-B,UNLWFL POSS CANNABIS/DRIVER,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,48912
JB145837,2018-04-02T16:30:00Z,720 ILCS 5.0/11-1.40-A-1,PRED CRIM SEX ASLT/VICTIM <13,F,720 ILCS 5.0/11-1.50-C,CRIM SEX AB/<5 YR OLDER VICTIM,M,NA,NA,NA,NA,NA,NA,11885
JC399304,2019-08-20T00:20:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,NA,NA,NA,NA,NA,NA,NA,NA,NA,42684
JE380309,2021-09-20T10:31:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,53727
JA147223,2017-02-09T14:25:00Z,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,11224
JA419122,2017-09-05T09:15:00Z,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,15769
JC328853,2019-06-30T20:00:00Z,720 ILCS 5.0/11-30-A-2,PUBLIC INDECENCY/LEWD EXPOSURE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,14795
JC487522,2019-10-26T23:28:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,41725
JA189736,2017-03-17T03:21:00Z,720 ILCS 5.0/25-5-A-4,STREETGANG CONTACT/PAROLE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,27421
JC563791,2019-12-29T09:21:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,17001
JE362493,2021-09-05T18:34:00Z,720 ILCS 5.0/12-3.05-D-7,AGG BATTERY/TRANSIT EMPLOYEE,F,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,84147
JD258056,2020-06-09T00:45:00Z,720 ILCS 5.0/24-1-A-10,UUW -  WEAPON - PUBLIC STREET/ALLEY/LANDS,M,720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,M,NA,NA,NA,NA,NA,NA,30717
JE349375,2021-08-25T16:06:00Z,720 ILCS 570.0/401-D-I,OTHER AMT NARCOTIC SCHED I&II,F,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,NA,NA,NA,NA,NA,NA,3160
JA193695,2017-03-20T17:27:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,36674
JB435692,2018-09-15T00:19:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,NA,NA,NA,NA,NA,NA,NA,NA,NA,65083
JE383546,2021-09-22T22:48:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913
JC448126,2019-09-26T01:05:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,63984
JD241946,2020-05-25T06:13:00Z,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",F,NA,NA,NA,NA,NA,NA,NA,NA,NA,13569
JC278991,2019-05-26T08:23:00Z,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON/PAROLE-POSSESS/USE FIREARM PRIOR,F,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,14377
JC258208,2019-05-11T00:33:00Z,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,11687
JA281807,2017-05-28T00:46:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,3285
JE294544,2021-07-08T18:30:00Z,720 ILCS 570.0/401-D-I,OTHER AMT NARCOTIC SCHED I&II,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,63677
JB103356,2018-01-04T00:55:00Z,720 ILCS 5.0/21-5-A,CRIM TRESPASS TO STATE LAND,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,83225
JE171455,2021-03-17T17:39:00Z,720 ILCS 570.0/401-D-I,OTHER AMT NARCOTIC SCHED I&II,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,146
JA219072,2017-04-10T03:45:00Z,720 ILCS 5.0/24-1.6-A-1,AGG UUW/LOADED-NO FCCA-FOID,F,625 ILCS 5.0/11-502-B,IVC - TRANSPORT/CARRY ALCOHOL LIQUOR/PASSENGER,NA,NA,NA,NA,NA,NA,NA,36427
JA204742,2017-03-29T16:45:00Z,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",F,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,M,625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/PASSENGER,NA,NA,NA,NA,92691
JA322966,2017-06-26T15:04:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,720 ILCS 5.0/16-1-A-1,THEFT/UNAUTHORIZED CON/$500,M,NA,NA,NA,NA,NA,NA,42510
JF256681,2022-05-26T22:02:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,15824
JD220958,2020-05-01T12:50:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,99089
JA147068,2017-02-09T10:50:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,50746
JD276283,2020-06-26T01:37:00Z,720 ILCS 5.0/12-3.4-A-1,VIOLATE ORDER PROTECTION,M,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,NA,NA,NA,99613
JC291893,2019-06-04T19:10:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,NA,NA,NA,NA,NA,NA,NA,8374
JC525174,2020-01-06T18:13:00Z,720 ILCS 5.0/12-3.05-C,AGG BATTERY/PUBLIC PLACE,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,10244
JA546665,2017-12-12T23:25:00Z,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,45330
JC523191,2019-11-25T01:58:00Z,8-26-050,GUN OFFENDER DUTY TO REPORT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94032
JB425280,2018-09-07T01:15:00Z,720 ILCS 5.0/16-25-A-8,RETAIL THEFT - OBTAINS UNAUTHORIZED CONTROL <$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,75014
JA242519,2017-04-28T16:10:00Z,720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES  (ATTEMPT),M,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,33255
JE214586,2021-04-30T09:47:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,7306
JC157397,2019-02-18T23:32:00Z,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,M,625 ILCS 5.0/3-701-1,NO VALID REGISTRATION,NA,625 ILCS 5.0/3-707-A,OPERATE UNINSURED MTR VEHICLE,NA,25079
JB390093,2018-08-12T16:51:00Z,720 ILCS 5.0/16-3-A,THEFT -  LABOR/SERVICES/PROPERTY,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,76293
JA218918,2017-04-10T01:36:00Z,720 ILCS 5.0/24-1.6-A-2,UUW - AGG UUW/PERSON/VEHICLE/PREVIOUS CONVICTION,F,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSSES WEAPON/2ND+,F,NA,NA,NA,NA,NA,NA,91296
JA155303,2017-02-16T02:34:00Z,720 ILCS 550.0/4-C,POSS CAN/>30-100 GRAM/1ST,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,92063
